Key,Level,CraftType,Name,NameJA,NameDE,NameFR,ClassJobLevel,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,SuggestedCraftsmanship,Stars,Difficulty,Quality,Durability,ProgressDivider,ProgressModifier,QualityDivider,QualityModifier

4998,540,Clothcraft,Scarlet Moko Hood of the White Griffin,スカーレットモコ・ホワイトグリフィンフード,Scharlachmoko-Haube des Weißen Griffons,Capuche en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

4999,540,Clothcraft,Scarlet Moko Robe of the White Griffin,スカーレットモコ・ホワイトグリフィンローブ,Scharlachmoko-Robe des Weißen Griffons,Robe du griffon blanc en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5000,540,Leatherworking,Kumbhiraskin Gloves of the White Griffin,クンビーラ・ホワイトグリフィングローブ,Kumbhilaleder-Handschuhe des Weißen Griffons,Gants du griffon blanc en cuir de kumbhira,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5001,540,Clothcraft,Scarlet Moko Chausses of the White Griffin,スカーレットモコ・ホワイトグリフィンショース,Scharlachmoko-Chausses des Weißen Griffons,Chausses du griffon blanc en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5002,540,Armorcraft,Manganese Boots of the White Griffin,マンガン・ホワイトグリフィンブーツ,Mangan-Stiefel des Weißen Griffons,Bottes du griffon blanc en manganèse,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5003,540,Clothcraft,Scarlet Moko Hood of the Black Griffin,スカーレットモコ・ブラックグリフィンフード,Scharlachmoko-Haube des Schwarzen Griffons,Capuche du griffon noir en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5004,540,Clothcraft,Scarlet Moko Robe of the Black Griffin,スカーレットモコ・ブラックグリフィンローブ,Scharlachmoko-Robe des Schwarzen Griffons,Robe du griffon noir en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5005,540,Leatherworking,Kumbhiraskin Gloves of the Black Griffin,クンビーラ・ブラックグリフィングローブ,Kumbhilaleder-Handschuhe des Schwarzen Griffons,Gants du griffon noir en cuir de kumbhira,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5006,540,Clothcraft,Scarlet Moko Chausses of the Black Griffin,スカーレットモコ・ブラックグリフィンショース,Scharlachmoko-Chausses des Schwarzen Griffons,Chausses du griffon noir en moko écarlate,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5007,540,Armorcraft,Manganese Boots of the Black Griffin,マンガン・ブラックグリフィンブーツ,Mangan-Stiefel des Schwarzen Griffons,Bottes du griffon noir en manganèse,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5008,545,Goldsmithing,Blue Zircon Earrings of Fending ,ブルージルコン・ディフェンダーイヤリング,Blauzirkon-Ohrringe der Verteidigung,Boucles d'oreilles de protecteur en zircon bleu,87,50,100,100,100,2626,0,3200,6900,80,127,100,111,100

5009,545,Goldsmithing,Blue Zircon Earrings of Slaying,ブルージルコン・アタッカーイヤリング,Blauzirkon-Ohrringe des Schlachtens,Boucles d'oreilles d'attaquant en zircon bleu,87,50,100,100,100,2626,0,3200,6900,80,127,100,111,100

5010,545,Goldsmithing,Blue Zircon Earrings of Aiming,ブルージルコン・レンジャーイヤリング,Blauzirkon-Ohrringe des Zielens,Boucles d'oreilles de pisteur en zircon bleu,87,50,100,100,100,2626,0,3200,6900,80,127,100,111,100

5011,545,Goldsmithing,Blue Zircon Earrings of Healing,ブルージルコン・ヒーラーイヤリング,Blauzirkon-Ohrringe der Heilung,Boucles d'oreilles de soigneur en zircon bleu,87,50,100,100,100,2626,0,3200,6900,80,127,100,111,100

5012,545,Goldsmithing,Blue Zircon Earrings of Casting,ブルージルコン・キャスターイヤリング,Blauzirkon-Ohrringe der Magie,Boucles d'oreilles d'incantateur en zircon bleu,87,50,100,100,100,2626,0,3200,6900,80,127,100,111,100

5013,540,Woodworking,Ironwood Choker of Fending,アイアンウッド・ディフェンダーチョーカー,Eisenholz-Halsberge der Verteidigung,Ras de cou de protecteur en bois de fer,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5014,540,Woodworking,Ironwood Choker of Slaying,アイアンウッド・アタッカーチョーカー,Eisenholz-Halsberge des Schlachtens,Ras de cou d'attaquant en bois de fer,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5015,540,Woodworking,Ironwood Choker of Aiming,アイアンウッド・レンジャーチョーカー,Eisenholz-Halsberge des Zielens,Ras de cou de pisteur en bois de fer,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5016,540,Woodworking,Ironwood Choker of Healing,アイアンウッド・ヒーラーチョーカー,Eisenholz-Halsberge der Heilung,Ras de cou de soigneur en bois de fer,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5017,540,Woodworking,Ironwood Choker of Casting,アイアンウッド・キャスターチョーカー,Eisenholz-Halsberge der Magie,Ras de cou d'incantateur en bois de fer,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5018,540,Goldsmithing,Blue Zircon Bracelet of Fending,ブルージルコン・ディフェンダーブレスレット,Blauzirkon-Armreif der Verteidigung,Bracelet de protecteur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5019,540,Goldsmithing,Blue Zircon Bracelet of Slaying,ブルージルコン・アタッカーブレスレット,Blauzirkon-Armreif des Schlachtens,Bracelet d'attaquant en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5020,540,Goldsmithing,Blue Zircon Bracelet of Aiming,ブルージルコン・レンジャーブレスレット,Blauzirkon-Armreif des Zielens,Bracelet de pisteur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5021,540,Goldsmithing,Blue Zircon Bracelet of Healing,ブルージルコン・ヒーラーブレスレット,Blauzirkon-Armreif der Heilung,Bracelet de soigneur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5022,540,Goldsmithing,Blue Zircon Bracelet of Casting,ブルージルコン・キャスターブレスレット,Blauzirkon-Armreif der Magie,Bracelet d'incantateur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5023,540,Goldsmithing,Blue Zircon Ring of Fending,ブルージルコン・ディフェンダーリング,Blauzirkon-Ring der Verteidigung,Bague de protecteur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5024,540,Goldsmithing,Blue Zircon Ring of Slaying,ブルージルコン・アタッカーリング,Blauzirkon-Ring des Schlachtens,Bague d'attaquant en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5025,540,Goldsmithing,Blue Zircon Ring of Aiming,ブルージルコン・レンジャーリング,Blauzirkon-Ring des Zielens,Bague de pisteur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5026,540,Goldsmithing,Blue Zircon Ring of Healing,ブルージルコン・ヒーラーリング,Blauzirkon-Ring der Heilung,Bague de soigneur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5027,540,Goldsmithing,Blue Zircon Ring of Casting,ブルージルコン・キャスターリング,Blauzirkon-Ring der Magie,Bague d'incantateur en zircon bleu,86,50,100,100,100,2590,0,3100,6800,80,126,100,110,100

5028,550,Smithing,Chondrite Magitek Sword,コンドライト・マジテックソード,Chondrit-Magitek-Schwert,Épée magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5029,550,Smithing,Chondrite Magitek Baghnakhs,コンドライト・マジテックバグナウ,Chondrit-Magitek-Baghnakhs,Baghnakhs magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5030,550,Smithing,Chondrite Magitek Axe,コンドライト・マジテックアクス,Chondrit-Magitek-Axt,Hache magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5031,550,Woodworking,Integral Magitek Spear,インテグラル・マジテックスピア,Integraler Magitek-Speer,Hast magitek en bois d'intégral,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5032,550,Woodworking,Integral Magitek Bow,インテグラル・マジテックボウ,Integraler Magitek-Bogen,Arc magitek en bois d'intégral,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5033,550,Smithing,Chondrite Magitek Cleavers,コンドライト・マジテッククリーバー,Chondrit-Magitek-Spalter,Couperets magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5034,550,Smithing,Chondrite Magitek Guillotine,コンドライト・マジテックディバイダー,Chondrit-Magitek-Guillotine,Fendoir magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5035,550,Smithing,Chondrite Magitek Handgonne,コンドライト・マジテックハンドゴンネ,Chondrit-Magitek-Donnerbüchse,Haquebute magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5036,550,Woodworking,Integral Magitek Cane,インテグラル・マジテックケーン,Integraler Magitek-Stock,Canne magitek en bois d'intégral,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5037,550,Woodworking,Integral Magitek Rod,インテグラル・マジテックロッド,Integraler Magitek-Stab,Sceptre magitek en bois d'intégral,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5038,550,Alchemy,Ophiotauroskin Magitek Index,オピオタウロス・マジテックインデックス,Ophiotaurosleder-Magitek-Index,Index magitek en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5039,550,Alchemy,Ophiotauroskin Magitek Codex,オピオタウロス・マジテックコーデックス,Ophiotaurosleder-Magitek-Kodex,Codex magitek en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5040,550,Goldsmithing,Chondrite Magitek Planisphere,コンドライト・マジテックプラニスフィア,Chondrit-Magitek-Planisphäre,Planisphère magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5041,550,Smithing,Chondrite Magitek Samurai Blade,コンドライト・マジテックサムライブレード,Chondrit-Magitek-Samuraiklinge,Lame de samouraï magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5042,550,Goldsmithing,Chondrite Magitek Tuck,コンドライト・マジテックタック,Chondrit-Magitek-Estoc,Estoc magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5043,550,Smithing,Chondrite Magitek Sawback,コンドライト・マジテックソーバック,Chondrit-Magitek-Manasäge,Couteau de combat magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5044,550,Smithing,Chondrite Magitek Glaives,コンドライト・マジテックグレイヴ,Chondrit-Magitek-Todesringe,Gladius magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5045,550,Goldsmithing,Chondrite Magitek Wings,コンドライト・マジテックウィング,Chondrit-Magitek-Schwingen,Ailes magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5046,550,Smithing,Chondrite Magitek War Scythe,コンドライト・マジテックウォーサイズ,Chondrit-Magitek-Kriegssense,Faux de guerre magitek en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5047,555,Armorcraft,Chondrite Magitek Shield,コンドライト・マジテックシールド,Chondrit-Magitek-Schild,Bouclier magitek en chondrite,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5048,550,Clothcraft,AR-Caean Velvet Cap of Fending,カエアンビロード・ディフェンダーキャップ,Caeansamt-Kappe der Verteidigung,Casquette de protecteur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5049,555,Armorcraft,Chondrite Top of Fending,コンドライト・ディフェンダートップス,Chondrit-Oberteil der Verteidigung,Haut-de-corps de protecteur en chondrite,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5050,550,Armorcraft,Chondrite Gauntlets of Fending,コンドライト・ディフェンダーガントレット,Chondrit-Pan<SoftHyphen/>zer<SoftHyphen/>hand<SoftHyphen/>schu<SoftHyphen/>he der Verteidigung,Gantelets de protecteur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5051,555,Clothcraft,AR-Caean Velvet Bottoms of Fending,カエアンビロード・ディフェンダーボトム,Caeansamt-Hose der Verteidigung,Bas-de-corps de protecteur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5052,555,Armorcraft,Chondrite Sollerets of Fending,コンドライト・ディフェンダーソルレット,Chondrit-Sollerets der Verteidigung,Solerets de protecteur en chondrite,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5053,550,Clothcraft,AR-Caean Velvet Cap of Maiming,カエアンビロード・スレイヤーキャップ,Caeansamt-Kappe des Verstümmelns,Casquette d'abatteur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5054,555,Armorcraft,Chondrite Top of Maiming,コンドライト・スレイヤートップス,Chondrit-Oberteil des Verstümmelns,Haut-de-corps d'abatteur en chondrite,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5055,550,Armorcraft,Chondrite Gloves of Maiming,コンドライト・スレイヤーグローブ,Chondrit-Handschuhe des Verstümmelns,Gants d'abatteur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5056,555,Clothcraft,AR-Caean Velvet Bottoms of Maiming,カエアンビロード・スレイヤーボトム,Caeansamt-Hose des Verstümmelns,Bas-de-corps d'abatteur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5057,550,Leatherworking,Ophiotauroskin Boots of Maiming,オピオタウロス・スレイヤーブーツ,Ophiotaurosleder-Stiefel des Verstümmelns,Bottes d'abatteur en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5058,550,Clothcraft,AR-Caean Velvet Hat of Striking,カエアンビロード・ストライカーハット,Caeansamt-Hut des Schlagens,Chapeau d'agresseur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5059,555,Clothcraft,AR-Caean Velvet Top of Striking,カエアンビロード・ストライカートップス,Caeansamt-Oberteil des Schlagens,Haut-de-corps d'agresseur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5060,550,Armorcraft,Chondrite Gloves of Striking,コンドライト・ストライカーグローブ,Chondrit-Handschuhe des Schlagens,Gants d'agresseur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5061,555,Clothcraft,AR-Caean Velvet Bottoms of Striking,カエアンビロード・ストライカーボトム,Caeansamt-Hose des Schlagens,Bas-de-corps d'agresseur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5062,550,Leatherworking,Ophiotauroskin Boots of Striking,オピオタウロス・ストライカーブーツ,Ophiotaurosleder-Stiefel des Schlagens,Bottes d'agresseur en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5063,550,Clothcraft,AR-Caean Velvet Cap of Aiming,カエアンビロード・レンジャーキャップ,Caeansamt-Kappe des Zielens,Casquette de pisteur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5064,555,Leatherworking,Ophiotauroskin Top of Aiming,オピオタウロス・レンジャートップス,Ophiotaurosleder-Oberteil des Zielens,Haut-de-corps de pisteur en cuir d'ophiotauros,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5065,550,Armorcraft,Chondrite Gloves of Aiming,コンドライト・レンジャーグローブ,Chondrit-Handschuhe des Zielens,Gants de pisteur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5066,555,Clothcraft,AR-Caean Velvet Bottoms of Aiming,カエアンビロード・レンジャーボトム,Caeansamt-Hose des Zielens,Bas-de-corps de pisteur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5067,550,Leatherworking,Ophiotauroskin Boots of Aiming,オピオタウロス・レンジャーブーツ,Ophiotaurosleder-Stiefel des Zielens,Bottes de pisteur en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5068,550,Clothcraft,AR-Caean Velvet Hat of Scouting,カエアンビロード・スカウトハット,Caeansamt-Hut des Spähens,Chapeau d'éclaireur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5069,555,Leatherworking,Ophiotauroskin Top of Scouting,オピオタウロス・スカウトトップス,Ophiotaurosleder-Oberteil des Spähens,Haut-de-corps d'éclaireur en cuir d'ophiotauros,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5070,550,Armorcraft,Chondrite Gloves of Scouting,コンドライト・スカウトグローブ,Chondrit-Handschuhe des Spähens,Gants d'éclaireur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5071,555,Clothcraft,AR-Caean Velvet Bottoms of Scouting,カエアンビロード・スカウトボトム,Caeansamt-Hose des Spähens,Bas-de-corps d'éclaireur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5072,555,Armorcraft,Chondrite Sollerets of Scouting,コンドライト・スカウトソルレット,Chondrit-Sollerets des Spähens,Solerets d'éclaireur en chondrite,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5073,550,Clothcraft,AR-Caean Velvet Cap of Healing,カエアンビロード・ヒーラーキャップ,Caeansamt-Kappe der Heilung,Casquette de soigneur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5074,555,Leatherworking,Ophiotauroskin Top of Healing,オピオタウロス・ヒーラートップス,Ophiotaurosleder-Oberteil der Heilung,Haut-de-corps de soigneur en cuir d'ophiotauros,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5075,550,Armorcraft,Chondrite Gloves of Healing,コンドライト・ヒーラーグローブ,Chondrit-Handschuhe der Heilung,Gants de soigneur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5076,555,Clothcraft,AR-Caean Velvet Bottoms of Healing,カエアンビロード・ヒーラーボトム,Caeansamt-Hose der Heilung,Bas-de-corps de soigneur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5077,550,Leatherworking,Ophiotauroskin Boots of Healing,オピオタウロス・ヒーラーブーツ,Ophiotaurosleder-Stiefel der Heilung,Bottes de soigneur en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5078,550,Clothcraft,AR-Caean Velvet Hat of Casting,カエアンビロード・キャスターハット,Caeansamt-Hut der Magie,Chapeau d'incantateur en velours de Caean,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5079,555,Leatherworking,Ophiotauroskin Top of Casting,オピオタウロス・キャスタートップス,Ophiotaurosleder-Oberteil der Magie,Haut-de-corps d'incantateur en cuir d'ophiotauros,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5080,550,Armorcraft,Chondrite Gloves of Casting,コンドライト・キャスターグローブ,Chondrit-Handschuhe der Magie,Gants d'incantateur en chondrite,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5081,555,Clothcraft,AR-Caean Velvet Bottoms of Casting,カエアンビロード・キャスターボトム,Caeansamt-Hose der Magie,Bas-de-corps d'incantateur en velours de Caean,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5082,550,Leatherworking,Ophiotauroskin Boots of Casting,オピオタウロス・キャスターブーツ,Ophiotaurosleder-Stiefel der Magie,Bottes d'incantateur en cuir d'ophiotauros,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5083,550,Goldsmithing,Star Quartz Earrings of Fending,スタークォーツ・ディフェンダーイヤリング,Sternenquarz-Ohrringe der Verteidigung,Boucles d'oreilles de protecteur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5084,550,Goldsmithing,Star Quartz Earrings of Slaying,スタークォーツ・アタッカーイヤリング,Sternenquarz-Ohrringe des Schlachtens,Boucles d'oreilles d'attaquant en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5085,550,Goldsmithing,Star Quartz Earrings of Aiming,スタークォーツ・レンジャーイヤリング,Sternenquarz-Ohrringe des Zielens,Boucles d'oreilles de pisteur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5086,550,Goldsmithing,Star Quartz Earrings of Healing,スタークォーツ・ヒーラーイヤリング,Sternenquarz-Ohrringe der Heilung,Boucles d'oreilles de soigneur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5087,550,Goldsmithing,Star Quartz Earrings of Casting,スタークォーツ・キャスターイヤリング,Sternenquarz-Ohrringe der Magie,Boucles d'oreilles d'incantateur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5088,555,Goldsmithing,Star Quartz Choker of Fending,スタークォーツ・ディフェンダーチョーカー,Sternenquarz-Halsberge der Verteidigung,Ras de cou de protecteur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5089,555,Goldsmithing,Star Quartz Choker of Slaying,スタークォーツ・アタッカーチョーカー,Sternenquarz-Halsberge des Schlachtens,Ras de cou d'attaquant en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5090,555,Goldsmithing,Star Quartz Choker of Aiming,スタークォーツ・レンジャーチョーカー,Sternenquarz-Halsberge des Zielens,Ras de cou de pisteur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5091,555,Goldsmithing,Star Quartz Choker of Healing,スタークォーツ・ヒーラーチョーカー,Sternenquarz-Halsberge der Heilung,Ras de cou de soigneur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5092,555,Goldsmithing,Star Quartz Choker of Casting,スタークォーツ・キャスターチョーカー,Sternenquarz-Halsberge der Magie,Ras de cou d'incantateur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5093,555,Goldsmithing,Star Quartz Wristband of Fending,スタークォーツ・ディフェンダーリストバンド,Sternenquarz-Armband der Verteidigung,Poignet de protecteur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5094,555,Goldsmithing,Star Quartz Wristband of Slaying,スタークォーツ・アタッカーリストバンド,Sternenquarz-Armband des Schlachtens,Poignet d'attaquant en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5095,555,Goldsmithing,Star Quartz Wristband of Aiming,スタークォーツ・レンジャーリストバンド,Sternenquarz-Armband des Zielens,Poignet de pisteur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5096,555,Goldsmithing,Star Quartz Wristband of Healing,スタークォーツ・ヒーラーリストバンド,Sternenquarz-Armband der Heilung,Poignet de soigneur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5097,555,Goldsmithing,Star Quartz Wristband of Casting,スタークォーツ・キャスターリストバンド,Sternenquarz-Armband der Magie,Poignet d'incantateur en quartz étoilé,89,50,100,100,100,2748,0,3400,7100,80,129,100,113,100

5098,550,Goldsmithing,Star Quartz Ring of Fending,スタークォーツ・ディフェンダーリング,Sternenquarz-Ring der Verteidigung,Bague de protecteur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5099,550,Goldsmithing,Star Quartz Ring of Slaying,スタークォーツ・アタッカーリング,Sternenquarz-Ring des Schlachtens,Bague d'attaquant en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5100,550,Goldsmithing,Star Quartz Ring of Aiming,スタークォーツ・レンジャーリング,Sternenquarz-Ring des Zielens,Bague de pisteur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5101,550,Goldsmithing,Star Quartz Ring of Healing,スタークォーツ・ヒーラーリング,Sternenquarz-Ring der Heilung,Bague de soigneur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5102,550,Goldsmithing,Star Quartz Ring of Casting,スタークォーツ・キャスターリング,Sternenquarz-Ring der Magie,Bague d'incantateur en quartz étoilé,88,50,100,100,100,2686,0,3300,7000,80,128,100,112,100

5103,517,Smithing,High Durium Saw,ハイダリウム・ソー,Edeldurium-Säge,Scie en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5104,517,Smithing,High Durium Cross-pein Hammer,ハイダリウム・クロスペインハンマー,Edeldurium-Kreuz<SoftHyphen/>schlag<SoftHyphen/>ham<SoftHyphen/>mer,Marteau à panne croisée en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5105,517,Smithing,High Durium Raising Hammer,ハイダリウム・レイジングハンマー,Edeldurium-Schlichthammer,Marteau de batteur en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5106,517,Smithing,High Durium Lapidary Hammer,ハイダリウム・ラピダリーハンマー,Edeldurium-Juwelierhammer,Marteau de lapidaire en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5107,517,Smithing,High Durium Creasing Knife,ハイダリウム・レザーワーカーナイフ,Edeldurium-Rillmesser,Couteau de tanneur en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5108,517,Goldsmithing,High Durium Needle,ハイダリウム・ニードル,Edeldurium-Nadel,Aiguille en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5109,517,Armorcraft,High Durium Alembic,ハイダリウム・アレンビック,Edeldurium-De<SoftHyphen/>stil<SoftHyphen/>lier<SoftHyphen/>kol<SoftHyphen/>ben,Alambic en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5110,517,Armorcraft,High Durium Namazu Frypan,ハイダリウム・ナマズオフライパン,Edeldurium-Bratpfanne,Poêle à frire namazu en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5111,517,Smithing,High Durium Pickaxe,ハイダリウム・ピック,Edeldurium-Spitzhacke,Pioche en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5112,517,Smithing,High Durium Hatchet,ハイダリウム・ハチェット,Edeldurium-Handbeil,Hachette en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5113,517,Woodworking,Horse Chestnut Fishing Rod,ホースチェスナット・フィッシングロッド,Rosskastanien-Angelrute,Canne à pêche en châtaignier des chevaux,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5114,517,Smithing,High Durium Claw Hammer,ハイダリウム・クローハンマー,Edeldurium-Klauenhammer,Marteau arrache-clou en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5115,517,Smithing,High Durium File,ハイダリウム・ファイル,Edeldurium-Feile,Lime en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5116,517,Smithing,High Durium Pliers,ハイダリウム・プライヤー,Edeldurium-Zange,Tenailles en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5117,517,Woodworking,Horse Chestnut Grinding Wheel,ホースチェスナット・グラインディングホイール,Rosskastanien-Schleifrad,Meule en châtaignier des chevaux,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

5118,517,Smithing,High Durium Awl,ハイダリウム・アウル,Edeldurium-Ahle,Alêne en durium noble,81,50,100,100,100,2234,0,2000,5200,80,121,100,105,100

