#,CraftType,RecipeLevelTable,Name,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredControl,RequiredCraftsmanship
31338,Smithing,RecipeLevelTable#160,Titanium Alloy Ingot,50,50,100,50,0,620
31339,Clothcraft,RecipeLevelTable#160,Cloud Cloth,50,50,100,50,0,620
31340,Leatherworking,RecipeLevelTable#160,Pterodactyl Leather,0,50,100,50,0,620
31341,Woodworking,RecipeLevelTable#160,Cassia Block,50,50,100,50,0,620
31342,Woodworking,RecipeLevelTable#145,The Unending Journey,50,100,50,100,0,0
31343,Leatherworking,RecipeLevelTable#160,Falconer's Bottoms,50,100,100,100,589,0
31344,Leatherworking,RecipeLevelTable#160,Falconer's Boots,50,100,100,100,589,0
31345,Smithing,RecipeLevelTable#160,Crystal Bell,50,100,50,100,0,620
31346,Woodworking,RecipeLevelTable#210,Camphorwood Necklace of Fending,50,100,100,100,820,850
31347,Goldsmithing,RecipeLevelTable#210,Eikon Iron Earring of Fending,50,100,100,100,820,850
31348,Woodworking,RecipeLevelTable#210,Camphorwood Armillae of Fending,50,100,100,100,820,850
31349,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ring of Fending,50,100,100,100,820,850
31350,Woodworking,RecipeLevelTable#210,Camphorwood Necklace of Slaying,50,100,100,100,820,850
31351,Goldsmithing,RecipeLevelTable#210,Eikon Iron Earring of Slaying,50,100,100,100,820,850
31352,Woodworking,RecipeLevelTable#210,Camphorwood Armillae of Slaying,50,100,100,100,820,850
31353,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ring of Slaying,50,100,100,100,820,850
31354,Woodworking,RecipeLevelTable#210,Camphorwood Necklace of Aiming,50,100,100,100,820,850
31355,Goldsmithing,RecipeLevelTable#210,Eikon Iron Earring of Aiming,50,100,100,100,820,850
31356,Woodworking,RecipeLevelTable#210,Camphorwood Armillae of Aiming,50,100,100,100,820,850
31357,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ring of Aiming,50,100,100,100,820,850
31358,Woodworking,RecipeLevelTable#210,Camphorwood Necklace of Healing,50,100,100,100,820,850
31359,Goldsmithing,RecipeLevelTable#210,Eikon Iron Earring of Healing,50,100,100,100,820,850
31360,Woodworking,RecipeLevelTable#210,Camphorwood Armillae of Healing,50,100,100,100,820,850
31361,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ring of Healing,50,100,100,100,820,850
31362,Woodworking,RecipeLevelTable#210,Camphorwood Necklace of Casting,50,100,100,100,820,850
31363,Goldsmithing,RecipeLevelTable#210,Eikon Iron Earring of Casting,50,100,100,100,820,850
31364,Woodworking,RecipeLevelTable#210,Camphorwood Armillae of Casting,50,100,100,100,820,850
31365,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ring of Casting,50,100,100,100,820,850
31366,Smithing,RecipeLevelTable#210,Replica Allagan Blade,50,100,100,100,820,850
31367,Smithing,RecipeLevelTable#210,Replica Allagan Baghnakhs,50,100,100,100,820,850
31368,Smithing,RecipeLevelTable#210,Replica Allagan Battleaxe,50,100,100,100,820,850
31369,Smithing,RecipeLevelTable#210,Replica Allagan Spear,50,100,100,100,820,850
31370,Smithing,RecipeLevelTable#210,Replica Allagan Composite Bow,50,100,100,100,820,850
31371,Goldsmithing,RecipeLevelTable#210,Replica Allagan Cane,50,100,100,100,820,850
31372,Goldsmithing,RecipeLevelTable#210,Replica Allagan Scepter,50,100,100,100,820,850
31373,Alchemy,RecipeLevelTable#210,Replica Allagan Grimoire of Casting,50,100,100,100,820,850
31374,Alchemy,RecipeLevelTable#210,Replica Allagan Grimoire of Healing,50,100,100,100,820,850
31375,Smithing,RecipeLevelTable#210,Replica Allagan Daggers,50,100,100,100,820,850
31376,Smithing,RecipeLevelTable#210,Replica Allagan Guillotine,50,100,100,100,820,850
31377,Smithing,RecipeLevelTable#210,Replica Allagan Pistol,50,100,100,100,820,850
31378,Goldsmithing,RecipeLevelTable#210,Replica Allagan Star Globe,50,100,100,100,820,850
31379,Armorcraft,RecipeLevelTable#210,Replica Allagan Round Shield,50,100,100,100,820,850
31380,Armorcraft,RecipeLevelTable#180,Replica Allagan Helm,50,100,100,100,695,718
31381,Armorcraft,RecipeLevelTable#180,Replica Heavy Allagan Armor,50,100,100,100,695,718
31382,Armorcraft,RecipeLevelTable#180,Replica Heavy Allagan Gauntlets,50,100,100,100,695,718
31383,Armorcraft,RecipeLevelTable#180,Replica Heavy Allagan Cuisses,50,100,100,100,695,718
31384,Armorcraft,RecipeLevelTable#180,Replica Heavy Allagan Sollerets,50,100,100,100,695,718
31385,Armorcraft,RecipeLevelTable#180,Replica Allagan Visor of Maiming,50,100,100,100,695,718
31386,Armorcraft,RecipeLevelTable#180,Replica Allagan Cuirass of Maiming,50,100,100,100,695,718
31387,Armorcraft,RecipeLevelTable#180,Replica Allagan Gauntlets of Maiming,50,100,100,100,695,718
31388,Clothcraft,RecipeLevelTable#180,Replica Allagan Trousers of Maiming,50,100,100,100,695,718
31389,Armorcraft,RecipeLevelTable#180,Replica Allagan Sollerets of Maiming,50,100,100,100,695,718
31390,Armorcraft,RecipeLevelTable#180,Replica Allagan Visor of Striking,50,100,100,100,695,718
31391,Armorcraft,RecipeLevelTable#180,Replica Allagan Cuirass of Striking,50,100,100,100,695,718
31392,Armorcraft,RecipeLevelTable#180,Replica Allagan Gauntlets of Striking,50,100,100,100,695,718
31393,Clothcraft,RecipeLevelTable#180,Replica Allagan Trousers of Striking,50,100,100,100,695,718
31394,Armorcraft,RecipeLevelTable#180,Replica Allagan Sollerets of Striking,50,100,100,100,695,718
31395,Armorcraft,RecipeLevelTable#180,Replica Allagan Visor of Aiming,50,100,100,100,695,718
31396,Armorcraft,RecipeLevelTable#180,Replica Allagan Cuirass of Aiming,50,100,100,100,695,718
31397,Armorcraft,RecipeLevelTable#180,Replica Allagan Gauntlets of Aiming,50,100,100,100,695,718
31398,Clothcraft,RecipeLevelTable#180,Replica Allagan Trousers of Aiming,50,100,100,100,695,718
31399,Armorcraft,RecipeLevelTable#180,Replica Allagan Sollerets of Aiming,50,100,100,100,695,718
31400,Goldsmithing,RecipeLevelTable#180,Replica Allagan Circlet of Healing,50,100,100,100,695,718
31401,Clothcraft,RecipeLevelTable#180,Replica Allagan Tunic of Healing,50,100,100,100,695,718
31402,Leatherworking,RecipeLevelTable#180,Replica Allagan Gloves of Healing,50,100,100,100,695,718
31403,Clothcraft,RecipeLevelTable#180,Replica Allagan Breeches of Healing,50,100,100,100,695,718
31404,Leatherworking,RecipeLevelTable#180,Replica Allagan Boots of Healing,50,100,100,100,695,718
31405,Goldsmithing,RecipeLevelTable#180,Replica Allagan Circlet of Casting,50,100,100,100,695,718
31406,Clothcraft,RecipeLevelTable#180,Replica Allagan Tunic of Casting,50,100,100,100,695,718
31407,Leatherworking,RecipeLevelTable#180,Replica Allagan Gloves of Casting,50,100,100,100,695,718
31408,Clothcraft,RecipeLevelTable#180,Replica Allagan Breeches of Casting,50,100,100,100,695,718
31409,Leatherworking,RecipeLevelTable#180,Replica Allagan Boots of Casting,50,100,100,100,695,718
31410,Armorcraft,RecipeLevelTable#210,Replica High Allagan Kite Shield,50,100,100,100,820,850
31411,Smithing,RecipeLevelTable#210,Replica High Allagan Blade,50,100,100,100,820,850
31412,Smithing,RecipeLevelTable#210,Replica High Allagan Baghnakhs,50,100,100,100,820,850
31413,Smithing,RecipeLevelTable#210,Replica High Allagan Battleaxe,50,100,100,100,820,850
31414,Smithing,RecipeLevelTable#210,Replica High Allagan Spear,50,100,100,100,820,850
31415,Smithing,RecipeLevelTable#210,Replica High Allagan Composite Bow,50,100,100,100,820,850
31416,Goldsmithing,RecipeLevelTable#210,Replica High Allagan Crook,50,100,100,100,820,850
31417,Goldsmithing,RecipeLevelTable#210,Replica High Allagan Staff,50,100,100,100,820,850
31418,Alchemy,RecipeLevelTable#210,Replica High Allagan Grimoire of Casting,50,100,100,100,820,850
31419,Alchemy,RecipeLevelTable#210,Replica High Allagan Grimoire of Healing,50,100,100,100,820,850
31420,Smithing,RecipeLevelTable#210,Replica High Allagan Cleavers,50,100,100,100,820,850
31421,Smithing,RecipeLevelTable#210,Replica High Allagan Guillotine,50,100,100,100,820,850
31422,Smithing,RecipeLevelTable#210,Replica High Allagan Pistol,50,100,100,100,820,850
31423,Goldsmithing,RecipeLevelTable#210,Replica High Allagan Star Globe,50,100,100,100,820,850
31424,Goldsmithing,RecipeLevelTable#180,Replica High Allagan Circlet of Fending,50,100,100,100,695,718
31425,Armorcraft,RecipeLevelTable#180,Replica Heavy High Allagan Coat,50,100,100,100,695,718
31426,Armorcraft,RecipeLevelTable#180,Replica High Allagan Gauntlets of Fending,50,100,100,100,695,718
31427,Leatherworking,RecipeLevelTable#180,Replica High Allagan Trousers of Fending,50,100,100,100,695,718
31428,Armorcraft,RecipeLevelTable#180,Replica High Allagan Sabatons of Fending,50,100,100,100,695,718
31429,Armorcraft,RecipeLevelTable#180,Replica High Allagan Headgear of Maiming,50,100,100,100,695,718
31430,Armorcraft,RecipeLevelTable#180,Replica High Allagan Cuirass of Maiming,50,100,100,100,695,718
31431,Armorcraft,RecipeLevelTable#180,Replica High Allagan Gauntlets of Maiming,50,100,100,100,695,718
31432,Leatherworking,RecipeLevelTable#180,Replica High Allagan Trousers of Maiming,50,100,100,100,695,718
31433,Armorcraft,RecipeLevelTable#180,Replica High Allagan Sabatons of Maiming,50,100,100,100,695,718
31434,Armorcraft,RecipeLevelTable#180,Replica High Allagan Headgear of Striking,50,100,100,100,695,718
31435,Armorcraft,RecipeLevelTable#180,Replica High Allagan Cuirass of Striking,50,100,100,100,695,718
31436,Armorcraft,RecipeLevelTable#180,Replica High Allagan Gauntlets of Striking,50,100,100,100,695,718
31437,Leatherworking,RecipeLevelTable#180,Replica High Allagan Trousers of Striking,50,100,100,100,695,718
31438,Armorcraft,RecipeLevelTable#180,Replica High Allagan Sabatons of Striking,50,100,100,100,695,718
31439,Leatherworking,RecipeLevelTable#180,Replica High Allagan Mask of Aiming,50,100,100,100,695,718
31440,Clothcraft,RecipeLevelTable#180,Replica High Allagan Coat of Aiming,50,100,100,100,695,718
31441,Leatherworking,RecipeLevelTable#180,Replica High Allagan Gloves of Aiming,50,100,100,100,695,718
31442,Leatherworking,RecipeLevelTable#180,Replica High Allagan Breeches of Aiming,50,100,100,100,695,718
31443,Leatherworking,RecipeLevelTable#180,Replica High Allagan Boots of Aiming,50,100,100,100,695,718
31444,Goldsmithing,RecipeLevelTable#180,Replica High Allagan Circlet of Healing,50,100,100,100,695,718
31445,Clothcraft,RecipeLevelTable#180,Replica High Allagan Coat of Healing,50,100,100,100,695,718
31446,Leatherworking,RecipeLevelTable#180,Replica High Allagan Gloves of Healing,50,100,100,100,695,718
31447,Clothcraft,RecipeLevelTable#180,Replica High Allagan Pantaloons of Healing,50,100,100,100,695,718
31448,Leatherworking,RecipeLevelTable#180,Replica High Allagan Thighboots of Healing,50,100,100,100,695,718
31449,Leatherworking,RecipeLevelTable#180,Replica High Allagan Mask of Casting,50,100,100,100,695,718
31450,Clothcraft,RecipeLevelTable#180,Replica High Allagan Coat of Casting,50,100,100,100,695,718
31451,Leatherworking,RecipeLevelTable#180,Replica High Allagan Gloves of Casting,50,100,100,100,695,718
31452,Leatherworking,RecipeLevelTable#180,Replica High Allagan Breeches of Casting,50,100,100,100,695,718
31453,Leatherworking,RecipeLevelTable#180,Replica High Allagan Boots of Casting,50,100,100,100,695,718
31454,Woodworking,RecipeLevelTable#180,Orchestrion,50,100,50,100,695,718
31455,Clothcraft,RecipeLevelTable#180,Stuffed Onion Prince,50,100,50,100,695,718
31456,Clothcraft,RecipeLevelTable#180,Stuffed Eggplant Knight,50,100,50,100,695,718
31457,Clothcraft,RecipeLevelTable#180,Stuffed Garlic Jester,50,100,50,100,695,718
31458,Clothcraft,RecipeLevelTable#180,Stuffed Tomato King,50,100,50,100,695,718
31459,Clothcraft,RecipeLevelTable#180,Stuffed Mandragora Queen,50,100,50,100,695,718
31460,Smithing,RecipeLevelTable#180,Pudding Floor Lamp,50,100,50,100,695,718
31461,Clothcraft,RecipeLevelTable#180,Pudding Throw Rug,50,100,50,100,695,718
31462,Leatherworking,RecipeLevelTable#180,Pudding Settee,50,100,50,100,695,718
31463,Woodworking,RecipeLevelTable#180,Pudding Desk,50,100,50,100,695,718
31464,Goldsmithing,RecipeLevelTable#180,Dinosaur Skull,50,100,50,100,695,718
31465,Goldsmithing,RecipeLevelTable#180,Dinosaur Skeleton,50,100,50,100,695,718
31466,Goldsmithing,RecipeLevelTable#180,Dinosaur Tailbone,50,100,50,100,695,718
31467,Goldsmithing,RecipeLevelTable#180,Living Arch,50,100,50,100,695,718
31468,Woodworking,RecipeLevelTable#180,Shishi-odoshi,50,100,50,100,695,718
31469,Armorcraft,RecipeLevelTable#210,Faust Striking Dummy,50,100,50,100,820,850
31470,Leatherworking,RecipeLevelTable#180,Sephirotic Barding,50,50,100,100,695,718
31471,Clothcraft,RecipeLevelTable#160,Wind-up Garuda,50,50,100,100,0,620
31472,Clothcraft,RecipeLevelTable#160,Wind-up Titan,50,50,100,100,0,620
31473,Clothcraft,RecipeLevelTable#160,Wind-up Leviathan,50,50,100,100,0,620
31474,Cooking,RecipeLevelTable#210,Spiced Cider,0,100,100,100,820,850
31475,Cooking,RecipeLevelTable#210,Apple Strudel,50,100,100,100,820,850
31476,Cooking,RecipeLevelTable#210,Peperoncino,50,100,100,100,820,850
31477,Cooking,RecipeLevelTable#210,Boscaiola,50,100,100,100,820,850
31478,Cooking,RecipeLevelTable#210,Loaghtan Steak,50,100,100,100,820,850
31479,Cooking,RecipeLevelTable#180,Oyster Confit,0,100,100,100,695,718
31480,Cooking,RecipeLevelTable#180,Angler Stew,50,100,100,100,695,718
31481,Cooking,RecipeLevelTable#180,Sweet Gnomefish,50,100,100,100,695,718
31482,Smithing,RecipeLevelTable#210,High Mythrite Ingot,0,100,100,100,820,850
31483,Armorcraft,RecipeLevelTable#210,High Mythrite Ingot,0,100,100,100,820,850
31484,Goldsmithing,RecipeLevelTable#210,Eikon Iron Ingot,0,100,100,100,820,850
31485,Clothcraft,RecipeLevelTable#210,Eikon Cloth,0,100,100,100,820,850
31486,Leatherworking,RecipeLevelTable#210,Eikon Leather,50,100,100,100,820,850
31487,Woodworking,RecipeLevelTable#210,Treated Camphorwood Lumber,0,100,100,100,820,850
31488,Woodworking,RecipeLevelTable#180,Camphorwood Lumber,0,100,100,100,695,718
31489,Alchemy,RecipeLevelTable#180,Camphor,0,100,100,100,695,718
31490,Alchemy,RecipeLevelTable#250,Grade 3 Strength Dissolvent,0,100,100,100,955,995
31491,Alchemy,RecipeLevelTable#250,Grade 3 Dexterity Dissolvent,0,100,100,100,955,995
31492,Alchemy,RecipeLevelTable#250,Grade 3 Vitality Dissolvent,0,100,100,100,955,995
31493,Alchemy,RecipeLevelTable#250,Grade 3 Intelligence Dissolvent,0,100,100,100,955,995
31494,Alchemy,RecipeLevelTable#250,Grade 3 Mind Dissolvent,0,100,100,100,955,995
31495,Alchemy,RecipeLevelTable#210,Max-Potion of Strength,0,100,100,100,820,850
31496,Alchemy,RecipeLevelTable#210,Max-Potion of Dexterity,0,100,100,100,820,850
31497,Alchemy,RecipeLevelTable#210,Max-Potion of Vitality,0,100,100,100,820,850
31498,Alchemy,RecipeLevelTable#210,Max-Potion of Intelligence,0,100,100,100,820,850
31499,Alchemy,RecipeLevelTable#210,Max-Potion of Mind,0,100,100,100,820,850
31500,Smithing,RecipeLevelTable#180,High Mythrite Nugget,0,100,100,100,695,718
31501,Armorcraft,RecipeLevelTable#180,High Mythrite Nugget,0,100,100,100,695,718
31502,Goldsmithing,RecipeLevelTable#180,Sewing Needle,0,100,100,100,695,718
31503,Leatherworking,RecipeLevelTable#180,Griffin Leather Strap,0,100,100,100,695,718
31504,Clothcraft,RecipeLevelTable#180,Sewing Thread,0,100,100,100,695,718
31505,Alchemy,RecipeLevelTable#180,Powdered Horn,0,100,100,100,695,718
31506,Alchemy,RecipeLevelTable#150,Painted Foothills Orchestrion Roll,50,100,50,100,0,0
31507,Alchemy,RecipeLevelTable#150,Lost in the Clouds Orchestrion Roll,50,100,50,100,0,0
31508,Alchemy,RecipeLevelTable#150,Blood for Blood Orchestrion Roll,50,100,50,100,0,0
31509,Alchemy,RecipeLevelTable#150,Starved Orchestrion Roll,50,100,50,100,0,0
31510,Alchemy,RecipeLevelTable#70,A Light in the Storm Orchestrion Roll,50,100,50,100,0,347
31511,Alchemy,RecipeLevelTable#150,Imagination Orchestrion Roll,50,100,50,100,0,0
31512,Alchemy,RecipeLevelTable#160,Down the Up Staircase Orchestrion Roll,50,100,50,100,0,620
31513,Alchemy,RecipeLevelTable#70,The Scars of Battle Orchestrion Roll,50,100,50,100,0,347
31514,Alchemy,RecipeLevelTable#90,The Maker's Ruin Orchestrion Roll,50,100,50,100,374,391
31515,Alchemy,RecipeLevelTable#90,Primal Judgment Orchestrion Roll,50,100,50,100,374,391
31516,Alchemy,RecipeLevelTable#90,Fallen Angel Orchestrion Roll,50,100,50,100,374,391
31517,Alchemy,RecipeLevelTable#90,Under the Weight Orchestrion Roll,50,100,50,100,374,391
31518,Alchemy,RecipeLevelTable#160,Heroes Orchestrion Roll,50,100,50,100,0,620
31519,Alchemy,RecipeLevelTable#160,Fiend Orchestrion Roll,50,100,50,100,0,620
31520,Alchemy,RecipeLevelTable#110,Hubris Orchestrion Roll,50,100,50,100,407,451
31521,Alchemy,RecipeLevelTable#110,Tumbling Down Orchestrion Roll,50,100,50,100,407,451
31522,Alchemy,RecipeLevelTable#110,Out of the Labyrinth Orchestrion Roll,50,100,50,100,407,451
31523,Alchemy,RecipeLevelTable#110,Now I Know the Truth Orchestrion Roll,50,100,50,100,407,451
31524,Alchemy,RecipeLevelTable#110,Blind to the Dark Orchestrion Roll,50,100,50,100,407,451
31525,Alchemy,RecipeLevelTable#110,Hunger Orchestrion Roll,50,100,50,100,407,451
31526,Alchemy,RecipeLevelTable#160,Eternal Wind Orchestrion Roll,50,100,50,100,0,620
31527,Alchemy,RecipeLevelTable#110,Thunderer Orchestrion Roll,50,100,50,100,407,451
31528,Alchemy,RecipeLevelTable#110,Rise of the White Raven Orchestrion Roll,50,100,50,100,407,451
31529,Alchemy,RecipeLevelTable#110,From the Ashes Orchestrion Roll,50,100,50,100,407,451
31530,Alchemy,RecipeLevelTable#180,Answers Orchestrion Roll,50,100,50,100,695,718
31531,Armorcraft,RecipeLevelTable#210,High Mythrite Helm of Fending,50,100,100,100,820,850
31532,Armorcraft,RecipeLevelTable#210,High Mythrite Cuirass of Fending,50,100,100,100,820,850
31533,Armorcraft,RecipeLevelTable#210,High Mythrite Gauntlets of Fending,50,100,100,100,820,850
31534,Leatherworking,RecipeLevelTable#210,Eikon Leather Breeches of Fending,50,100,100,100,820,850
31535,Armorcraft,RecipeLevelTable#210,High Mythrite Sabatons of Fending,50,100,100,100,820,850
31536,Leatherworking,RecipeLevelTable#210,Eikon Leather Headgear of Maiming,50,100,100,100,820,850
31537,Leatherworking,RecipeLevelTable#210,Eikon Leather Corselet of Maiming,50,100,100,100,820,850
31538,Leatherworking,RecipeLevelTable#210,Eikon Leather Armguards of Maiming,50,100,100,100,820,850
31539,Clothcraft,RecipeLevelTable#210,Eikon Cloth Brais of Maiming,50,100,100,100,820,850
31540,Leatherworking,RecipeLevelTable#210,Eikon Leather Leg Guards of Maiming,50,100,100,100,820,850
31541,Leatherworking,RecipeLevelTable#210,Eikon Leather Headgear of Striking,50,100,100,100,820,850
31542,Leatherworking,RecipeLevelTable#210,Eikon Leather Corselet of Striking,50,100,100,100,820,850
31543,Leatherworking,RecipeLevelTable#210,Eikon Leather Armguards of Striking,50,100,100,100,820,850
31544,Clothcraft,RecipeLevelTable#210,Eikon Cloth Brais of Striking,50,100,100,100,820,850
31545,Leatherworking,RecipeLevelTable#210,Eikon Leather Leg Guards of Striking,50,100,100,100,820,850
31546,Clothcraft,RecipeLevelTable#210,Eikon Cloth Hat of Aiming,50,100,100,100,820,850
31547,Clothcraft,RecipeLevelTable#210,Eikon Cloth Acton of Aiming,50,100,100,100,820,850
31548,Clothcraft,RecipeLevelTable#210,Eikon Cloth Sleeves of Aiming,50,100,100,100,820,850
31549,Clothcraft,RecipeLevelTable#210,Eikon Cloth Culottes of Aiming,50,100,100,100,820,850
31550,Leatherworking,RecipeLevelTable#210,Eikon Leather Thighboots of Aiming,50,100,100,100,820,850
31551,Clothcraft,RecipeLevelTable#210,Eikon Cloth Hat of Scouting,50,100,100,100,820,850
31552,Clothcraft,RecipeLevelTable#210,Eikon Cloth Acton of Scouting,50,100,100,100,820,850
31553,Clothcraft,RecipeLevelTable#210,Eikon Cloth Sleeves of Scouting,50,100,100,100,820,850
31554,Clothcraft,RecipeLevelTable#210,Eikon Cloth Culottes of Scouting,50,100,100,100,820,850
31555,Leatherworking,RecipeLevelTable#210,Eikon Leather Thighboots of Scouting,50,100,100,100,820,850
31556,Clothcraft,RecipeLevelTable#210,Eikon Cloth Hat of Healing,50,100,100,100,820,850
31557,Clothcraft,RecipeLevelTable#210,Eikon Cloth Acton of Healing,50,100,100,100,820,850
31558,Clothcraft,RecipeLevelTable#210,Eikon Cloth Sleeves of Healing,50,100,100,100,820,850
31559,Clothcraft,RecipeLevelTable#210,Eikon Cloth Culottes of Healing,50,100,100,100,820,850
31560,Leatherworking,RecipeLevelTable#210,Eikon Leather Boots of Healing,50,100,100,100,820,850
31561,Leatherworking,RecipeLevelTable#210,Eikon Leather Headgear of Casting,50,100,100,100,820,850
31562,Leatherworking,RecipeLevelTable#210,Eikon Leather Corselet of Casting,50,100,100,100,820,850
31563,Leatherworking,RecipeLevelTable#210,Eikon Leather Armguards of Casting,50,100,100,100,820,850
31564,Clothcraft,RecipeLevelTable#210,Eikon Cloth Brais of Casting,50,100,100,100,820,850
31565,Leatherworking,RecipeLevelTable#210,Eikon Leather Boots of Casting,50,100,100,100,820,850
31566,Armorcraft,RecipeLevelTable#210,,50,100,100,100,820,850
31567,Armorcraft,RecipeLevelTable#210,,50,100,100,100,820,850
31568,Armorcraft,RecipeLevelTable#210,,50,100,100,100,820,850
31569,Leatherworking,RecipeLevelTable#210,,50,100,100,100,820,850
31570,Leatherworking,RecipeLevelTable#210,,50,100,100,100,820,850
31571,Clothcraft,RecipeLevelTable#210,,50,100,100,100,820,850
31572,Clothcraft,RecipeLevelTable#210,,50,100,100,100,820,850
31573,Leatherworking,RecipeLevelTable#210,Expeditioner's Coat,50,100,100,100,820,850
31574,Clothcraft,RecipeLevelTable#210,Expeditioner's Kecks,50,100,100,100,820,850
31575,Leatherworking,RecipeLevelTable#210,Expeditioner's Moccasins,50,100,100,100,820,850
31576,Clothcraft,RecipeLevelTable#210,Expeditioner's Tabard,50,100,100,100,820,850
31577,Leatherworking,RecipeLevelTable#210,Expeditioner's Gloves,50,100,100,100,820,850
31578,Clothcraft,RecipeLevelTable#210,Expeditioner's Pantalettes,50,100,100,100,820,850
31579,Leatherworking,RecipeLevelTable#210,Expeditioner's Thighboots,50,100,100,100,820,850
31580,Smithing,RecipeLevelTable#180,Galvanized Garlond Steel,50,100,100,100,695,718
31581,Armorcraft,RecipeLevelTable#180,Galvanized Garlond Steel,50,100,100,100,695,718
31582,Alchemy,RecipeLevelTable#180,Sephirot Root,50,100,50,100,695,718
31583,Alchemy,RecipeLevelTable#210,Sephirot Tree,50,100,50,100,820,850
31584,Clothcraft,RecipeLevelTable#160,Wind Silk Wedge Cap,50,100,100,100,589,0
31585,Clothcraft,RecipeLevelTable#160,Wind Silk Coatee,50,100,100,100,589,0
31586,Leatherworking,RecipeLevelTable#160,Dinosaur Leather Gloves,50,100,100,100,589,0
31587,Clothcraft,RecipeLevelTable#160,Wind Silk Bottoms,50,100,100,100,589,0
31588,Leatherworking,RecipeLevelTable#160,Dinosaur Leather Shoes,50,100,100,100,589,0
31589,Woodworking,RecipeLevelTable#0,,0,0,0,0,0,0
31590,Goldsmithing,RecipeLevelTable#210,Replica Allagan Rod,50,100,100,100,820,850
31591,Woodworking,RecipeLevelTable#50,Fake Kupo Nut,0,50,100,50,0,0
31592,Woodworking,RecipeLevelTable#50,Horn Component,0,144,25,100,0,0
31593,Woodworking,RecipeLevelTable#50,Moogle Tool Component,0,192,20,100,0,0
31594,Woodworking,RecipeLevelTable#50,Statue Supplies,0,120,37,100,0,0
31595,Woodworking,RecipeLevelTable#50,Tablet Supplies,0,256,25,100,0,0
31596,Woodworking,RecipeLevelTable#50,Training Supplies,0,100,100,100,0,0
31597,Woodworking,RecipeLevelTable#50,Repurposed Construction Component,0,180,50,100,0,0
31598,Woodworking,RecipeLevelTable#50,Foundation Component,0,240,40,100,0,0
31599,Woodworking,RecipeLevelTable#50,Basket Component,0,150,75,100,0,0
31600,Woodworking,RecipeLevelTable#50,Wall Repair Supplies,0,240,40,100,0,0
31601,Woodworking,RecipeLevelTable#50,Gathering Tool Component,0,180,50,100,0,0
31602,Woodworking,RecipeLevelTable#50,Veneer Component,0,144,25,100,0,0
31603,Woodworking,RecipeLevelTable#50,Aetheric Shielding,0,320,50,100,0,0
31604,Woodworking,RecipeLevelTable#50,Stonemasonry Supplies,0,120,37,100,0,0
31605,Woodworking,RecipeLevelTable#50,Exploding Kupo Nut,0,192,20,100,0,0
31606,Woodworking,RecipeLevelTable#50,Austere Offering,0,192,20,100,0,0
31607,Woodworking,RecipeLevelTable#50,Shearing Machine Component,0,150,75,100,0,0
31608,Woodworking,RecipeLevelTable#50,Water Filter Component,0,144,25,100,0,0
31609,Woodworking,RecipeLevelTable#50,Mogstew Miscellany,0,180,50,100,0,0
31610,Woodworking,RecipeLevelTable#50,Moogle Statuette,0,192,20,100,0,0
31611,Woodworking,RecipeLevelTable#50,Makeshift Toy Airship,0,240,40,100,0,0
31612,Woodworking,RecipeLevelTable#50,Dragonscale Rasp,0,240,40,100,0,0
31613,Woodworking,RecipeLevelTable#50,Cloudfish Lure,0,144,25,100,0,0
31614,Woodworking,RecipeLevelTable#50,Ishgardian Cuisine Miscellany,0,180,50,100,0,0
31615,Woodworking,RecipeLevelTable#50,Treadwheel Crane Components,0,320,50,100,0,0
31616,Woodworking,RecipeLevelTable#50,Moogle Mollifier,0,120,37,100,0,0
31617,Smithing,RecipeLevelTable#50,Fake Kupo Nut,0,50,100,50,0,0
31618,Smithing,RecipeLevelTable#50,Horn Component,0,144,25,100,0,0
31619,Smithing,RecipeLevelTable#50,Moogle Tool Component,0,192,20,100,0,0
31620,Smithing,RecipeLevelTable#50,Statue Supplies,0,120,37,100,0,0
31621,Smithing,RecipeLevelTable#50,Tablet Supplies,0,256,25,100,0,0
31622,Smithing,RecipeLevelTable#50,Training Supplies,0,100,100,100,0,0
31623,Smithing,RecipeLevelTable#50,Repurposed Construction Component,0,180,50,100,0,0
31624,Smithing,RecipeLevelTable#50,Foundation Component,0,240,40,100,0,0
31625,Smithing,RecipeLevelTable#50,Basket Component,0,150,75,100,0,0
31626,Smithing,RecipeLevelTable#50,Wall Repair Supplies,0,240,40,100,0,0
31627,Smithing,RecipeLevelTable#50,Gathering Tool Component,0,180,50,100,0,0
31628,Smithing,RecipeLevelTable#50,Veneer Component,0,144,25,100,0,0
31629,Smithing,RecipeLevelTable#50,Aetheric Shielding,0,320,50,100,0,0
31630,Smithing,RecipeLevelTable#50,Stonemasonry Supplies,0,120,37,100,0,0
31631,Smithing,RecipeLevelTable#50,Exploding Kupo Nut,0,192,20,100,0,0
31632,Smithing,RecipeLevelTable#50,Austere Offering,0,192,20,100,0,0
31633,Smithing,RecipeLevelTable#50,Shearing Machine Component,0,150,75,100,0,0
31634,Smithing,RecipeLevelTable#50,Water Filter Component,0,144,25,100,0,0
